attr_id,title,content_type_id,healing,aesthetic,gourmet,learning,heritage,mood_nature,romantic,family,active,nightlife
56728,극락사(서울),12,0.8,0.6,0.0,0.7,0.8,0.7,0.4,0.6,0.2,0.0
56729,금빛공원,12,0.8,0.6,0.0,0.4,0.0,0.7,0.3,0.8,0.7,0.2
56730,금선사(서울),12,0.8,0.7,0.0,0.8,0.7,0.6,0.2,0.4,0.2,0.0
56731,금성전파사 새로고침센터,12,0.2,0.4,0.0,0.7,0.8,0.0,0.2,0.3,0.2,0.3
56732,금암문화공원,12,0.2,0.4,0.0,0.7,0.8,0.3,0.2,0.7,0.4,0.1
56733,금천 체육공원,12,0.4,0.2,0.0,0.3,0.0,0.4,0.2,0.8,1.0,0.2
56734,금천 폭포공원,12,0.7,0.6,0.0,0.4,0.2,0.8,0.3,0.7,0.4,0.2
56735,금천예술공장,12,0.2,0.9,0.0,0.8,0.2,0.0,0.3,0.2,0.4,0.1
56736,기기국 번사창,12,0.0,0.4,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0
56737,기억의 터(일본군 위안부),12,0.2,0.3,0.0,0.8,1.0,0.1,0.0,0.2,0.3,0.0
56738,긴고랑 공원,12,0.8,0.6,0.0,0.3,0.2,0.7,0.2,0.7,0.6,0.1
56739,긴고랑계곡,12,0.8,0.6,0.0,0.2,0.0,1.0,0.4,0.7,0.5,0.1
56740,길동생태공원,12,0.8,0.7,0.0,0.9,0.2,1.0,0.4,0.8,0.6,0.1
56741,길상도예,12,0.2,0.8,0.0,0.9,0.0,0.0,0.2,0.4,0.3,0.0
56742,길상사(서울),12,0.3,0.7,0.0,0.8,0.7,0.4,0.2,0.3,0.2,0.0
56743,길음역롯데캐슬트윈골드상가,12,0.2,0.4,0.3,0.2,0.0,0.0,0.1,0.6,0.2,0.3
56744,나석주의사동상,12,0.1,0.2,0.0,0.8,1.0,0.0,0.0,0.0,0.2,0.0
56745,낙산공원,12,0.7,0.8,0.0,0.8,0.9,0.6,0.7,0.8,0.5,0.8
56746,낙선재,12,0.2,0.8,0.0,0.9,1.0,0.2,0.3,0.2,0.1,0.0
56747,낙원동 아구찜 거리,12,0.2,0.4,1.0,0.2,0.1,0.0,0.1,0.4,0.0,0.2
56748,낙원동 포장마차거리,12,0.2,0.4,0.8,0.1,0.0,0.0,0.7,0.3,0.2,1.0
56749,난지천공원,12,0.8,0.8,0.0,0.7,0.0,1.0,0.5,1.0,0.4,0.0
56750,난지한강공원,12,0.8,0.7,0.3,0.8,0.2,0.9,0.4,0.9,0.7,0.2
56751,남강이승훈선생동상,12,0.2,0.2,0.0,0.8,1.0,0.0,0.0,0.1,0.0,0.0
56752,남대문 갈치조림골목,12,0.2,0.4,1.0,0.2,0.3,0.0,0.1,0.4,0.0,0.1
56753,남산 야외식물원,12,0.9,0.8,0.0,0.8,0.2,1.0,0.4,0.9,0.3,0.0
56754,남산 케이블카,12,0.2,0.7,0.0,0.3,0.2,0.4,0.8,0.7,0.3,0.2
56755,남산 팔각정,12,0.4,0.8,0.0,0.3,0.2,0.3,0.9,0.7,0.2,0.8
56756,남산골한옥마을,12,0.4,0.8,0.2,0.9,1.0,0.3,0.4,0.9,0.3,0.1
56757,남산공원(서울),12,0.8,0.8,0.0,0.4,0.2,0.9,0.8,0.8,0.7,0.2
56758,남산서울타워,12,0.2,0.8,0.0,0.4,0.3,0.2,0.8,0.7,0.4,0.9
56759,남산서울타워 한복문화체험관,12,0.2,0.8,0.0,0.9,0.8,0.0,0.7,0.8,0.3,0.1
56760,남산순환나들길,12,0.3,0.7,0.0,0.8,0.6,0.4,0.8,0.7,0.5,0.1
56761,남산예장공원,12,0.7,0.6,0.0,0.8,0.9,0.7,0.4,0.8,0.5,0.2
56762,남산인권숲,12,0.8,0.7,0.0,0.9,0.8,0.6,0.2,0.7,0.3,0.1
56763,남태령고개,12,0.4,0.3,0.0,0.7,0.8,0.6,0.2,0.5,0.7,0.0
56764,내맘대로폰케이스 홍대점,12,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.7,0.3,0.0
56765,내원사(서울),12,0.3,0.4,0.0,0.8,0.9,0.2,0.2,0.2,0.1,0.0
56766,노들나루공원,12,0.4,0.6,0.0,0.3,0.2,0.5,0.4,0.8,0.6,0.3
56767,노들섬,12,0.7,0.8,0.0,0.6,0.2,0.7,0.8,0.7,0.4,0.9
56768,노량진컵밥거리,12,0.1,0.2,0.9,0.2,0.0,0.0,0.1,0.3,0.2,0.8
56769,노원 불빛정원,12,0.4,0.9,0.1,0.6,0.2,0.3,0.8,0.7,0.2,1.0
56770,노을공원,12,0.8,0.7,0.0,0.4,0.0,0.9,0.4,0.8,0.6,0.2
56771,노해체육공원,12,0.7,0.4,0.0,0.3,0.0,0.6,0.2,0.8,0.9,0.2
56772,녹번서공원,12,0.9,0.8,0.0,0.7,0.0,1.0,0.4,0.9,0.6,0.1
56773,능인선원,12,0.2,0.3,0.0,0.8,0.7,0.2,0.1,0.2,0.1,0.0
56774,다락원체육공원,12,0.4,0.2,0.0,0.3,0.0,0.4,0.2,0.8,1.0,0.2
56775,다이나믹 메이즈 (서울 인사동점),12,0.2,0.4,0.0,0.3,0.0,0.0,0.2,0.8,0.9,0.1
56776,달마사(서울),12,0.8,0.7,0.0,0.8,0.7,0.8,0.4,0.6,0.2,0.2
56777,달맞이봉공원,12,0.7,0.9,0.0,0.2,0.0,0.4,0.9,0.5,0.3,0.8
56778,답십리 고미술상가,12,0.2,0.8,0.0,0.7,0.9,0.0,0.3,0.2,0.2,0.1
56779,답십리 영화의 거리,12,0.1,0.8,0.0,0.7,0.8,0.0,0.2,0.4,0.3,0.7
56780,당고개순교성지,12,0.2,0.3,0.0,0.8,1.0,0.2,0.2,0.4,0.3,0.0
56781,당산공원,12,0.7,0.4,0.0,0.8,0.0,0.5,0.2,0.8,0.4,0.1
56782,대각사,12,0.2,0.4,0.0,0.8,1.0,0.2,0.1,0.3,0.2,0.0
56783,대림동 차이나타운,12,0.1,0.4,0.8,0.3,0.2,0.0,0.2,0.3,0.2,0.4
56784,대림어린이공원,12,0.7,0.4,0.0,0.3,0.0,0.6,0.2,0.9,0.8,0.1
56785,대모산도시자연공원,12,0.8,0.7,0.0,0.6,0.2,0.9,0.4,0.8,0.8,0.1
56786,대모산숲속야생화원,12,0.9,0.8,0.0,0.8,0.2,1.0,0.4,0.8,0.5,0.0
56787,대성사(서울),12,0.2,0.4,0.0,0.8,0.9,0.2,0.2,0.3,0.1,0.0
56788,대원군별장 (석파정),12,0.2,0.8,0.0,0.9,1.0,0.0,0.3,0.2,0.0,0.0
56789,대치유수지체육공원,12,0.7,0.4,0.0,0.3,0.0,0.6,0.2,0.8,0.9,0.2
56790,대학로,12,0.2,0.8,0.2,0.7,0.4,0.2,0.8,0.4,0.5,0.9
56791,대한성공회 서울주교좌성당,12,0.2,0.8,0.0,0.9,0.8,0.0,0.3,0.2,0.1,0.0
56792,대한제국군 서울시가 전투지,12,0.0,0.2,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0
56793,대현문화공원,12,0.8,0.7,0.0,0.4,0.0,0.8,0.3,0.9,0.7,0.1
56794,대현산배수지공원·대현산배수지공원 모노레일,12,0.4,0.5,0.0,0.3,0.2,0.6,0.2,0.7,0.4,0.1
56795,더 페이퍼랩,12,0.2,0.8,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.0
56796,더벨스파 동대문현대시티아울렛점,12,0.8,0.9,0.0,0.4,0.0,0.0,0.2,0.1,0.0,0.0
56797,덕수궁,12,0.2,0.8,0.0,0.9,1.0,0.0,0.4,0.2,0.1,0.0
56798,덕수궁 대한문,12,0.2,0.8,0.0,0.9,1.0,0.1,0.2,0.3,0.2,0.1
56799,덕수궁 돌담길,12,0.4,0.8,0.0,0.6,0.7,0.2,0.9,0.3,0.2,0.2
56800,도봉산,12,0.2,0.7,0.0,0.8,0.4,1.0,0.3,0.4,0.9,0.1
56801,도봉서원,12,0.2,0.7,0.0,0.9,1.0,0.3,0.2,0.4,0.1,0.0
56802,도산공원,12,0.3,0.6,0.2,0.8,0.9,0.2,0.4,0.3,0.2,0.2
56803,도선사(서울),12,0.7,0.6,0.0,0.8,1.0,0.7,0.4,0.6,0.3,0.0
56804,도시농업공원,12,0.7,0.4,0.0,0.8,0.2,0.6,0.2,0.8,0.7,0.1
56805,도안사,12,0.8,0.6,0.0,0.4,0.8,0.9,0.3,0.5,0.2,0.0
56806,도자기카페 줄,12,0.2,0.8,0.2,0.9,0.0,0.1,0.3,0.7,0.4,0.2
56807,독립관,12,0.2,0.4,0.0,0.8,1.0,0.0,0.2,0.2,0.1,0.0
56808,독립문,12,0.2,0.7,0.0,0.8,1.0,0.1,0.2,0.4,0.2,0.0
56809,독립선언문 배부 터,12,0.1,0.2,0.0,0.9,1.0,0.0,0.0,0.2,0.1,0.0
56810,독산 근린공원,12,0.7,0.4,0.0,0.2,0.0,0.6,0.2,0.8,0.9,0.1
56811,돈덕전,12,0.2,0.7,0.0,0.8,1.0,0.0,0.2,0.2,0.1,0.0
56812,돈암동아리랑고개,12,0.2,0.4,0.0,0.8,0.9,0.2,0.3,0.2,0.3,0.1
56813,돈암장,12,0.2,0.4,0.0,0.8,1.0,0.1,0.2,0.2,0.0,0.0
56814,동대문 문구완구거리,12,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0
56816,동대문디자인플라자(DDP),12,0.2,1.0,0.2,0.8,0.2,0.1,0.7,0.4,0.3,1.0
56817,동대문역사문화공원,12,0.2,0.7,0.2,0.8,1.0,0.2,0.3,0.7,0.4,0.3
56818,동십자각,12,0.1,0.4,0.0,0.8,1.0,0.0,0.0,0.1,0.0,0.0
56819,동작청소년센터,12,0.2,0.3,0.0,0.8,0.0,0.0,0.1,0.2,0.7,0.2
56820,등나무근린공원,12,0.8,0.8,0.0,0.4,0.2,0.6,0.3,0.8,0.4,0.2
56821,디지털 파빌리온,12,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.2,0.7,0.1
56822,디큐브시티 해바라기 공원,12,0.8,0.8,0.0,0.2,0.0,0.7,0.8,0.9,0.4,0.9
56823,뚝섬 전망 문화 콤플렉스,12,0.8,0.9,0.0,0.8,0.4,0.3,0.6,0.7,0.2,0.2
56824,뚝섬 한강공원 벽천마당,12,0.4,0.8,0.0,0.2,0.0,0.3,0.6,0.7,0.5,0.9
56825,뚝섬 한강공원 엑스게임장,12,0.2,0.4,0.0,0.3,0.0,0.2,0.2,0.4,0.9,0.2
56826,뚝섬한강공원,12,0.8,0.7,0.0,0.6,0.2,0.9,0.7,0.9,0.8,0.3
56827,라움아트센터,12,0.2,0.9,0.0,0.8,0.2,0.0,0.3,0.2,0.1,0.1
56828,락고재 컬쳐 라운지 애가헌,12,0.4,0.9,0.8,0.7,0.8,0.3,0.9,0.6,0.2,0.2
56829,레일크루즈 해랑열차,12,0.2,0.7,0.8,0.6,0.3,0.4,0.8,0.7,0.4,0.7
56830,로렌스길,12,0.2,0.8,0.7,0.4,0.3,0.2,0.6,0.4,0.3,0.7
56831,롯데몰 김포공항점스카이파크,12,0.8,0.7,0.0,0.4,0.2,0.8,0.3,0.9,0.4,0.1
56832,롯데월드 아쿠아리움,12,0.2,0.8,0.0,0.9,0.0,0.7,0.4,0.9,0.2,0.1
56833,롯데월드 어드벤처,12,0.2,0.7,0.4,0.6,0.3,0.2,0.5,0.9,0.8,0.9
56834,롯데월드타워 서울스카이,12,0.2,0.9,0.3,0.8,0.2,0.1,0.8,0.7,0.6,0.9
56835,롯데월드타워&롯데월드몰,12,0.2,0.8,0.3,0.4,0.2,0.1,0.7,0.8,0.4,0.9
56836,롯데호텔 서울 설화수 스파,12,0.8,0.9,0.0,0.7,0.8,0.0,0.2,0.2,0.0,0.0
56837,류순정·류홍 부자 묘역,12,0.0,0.2,0.0,0.8,1.0,0.1,0.0,0.7,0.0,0.0
56838,리얼 이스케이프 챌린지,12,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.4,0.8,0.0
56839,리얼월드 성수,12,0.2,0.8,0.3,0.7,0.1,0.2,0.4,0.6,0.8,0.7
56840,리홀뮤직갤러리,12,0.2,0.9,0.0,0.6,0.0,0.0,0.7,0.2,0.1,0.4
56841,립바이 메이크업 스튜디오,12,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
56842,마곡광장,12,0.3,0.6,0.0,0.4,0.2,0.3,0.2,0.4,0.3,0.4
56843,마곡안전체험관,12,0.2,0.2,0.0,1.0,0.2,0.0,0.0,0.8,0.3,0.0
56844,마로니에공원,12,0.4,0.8,0.7,0.8,0.3,0.4,0.6,0.9,0.4,0.4
56845,마루공원,12,0.8,0.4,0.0,0.3,0.0,0.7,0.2,0.9,0.6,0.1
56846,마천공원,12,0.8,0.6,0.0,0.3,0.0,0.7,0.2,0.8,0.7,0.1
56847,마포대교,12,0.2,0.8,0.0,0.2,0.1,0.3,0.9,0.7,0.4,1.0
56848,마포음식문화거리,12,0.2,0.4,1.0,0.3,0.4,0.0,0.2,0.5,0.2,0.3
56849,마포전차종점 3·1운동 만세 시위지,12,0.1,0.2,0.0,0.9,1.0,0.0,0.0,0.2,0.1,0.0
56850,만남의광장,12,0.2,0.3,0.0,0.4,0.2,0.3,0.2,0.4,0.3,0.1
56851,만해한용운심우장,12,0.2,0.7,0.0,0.9,1.0,0.2,0.3,0.2,0.1,0.0
56852,망우 역사문화공원,12,0.7,0.4,0.0,0.8,1.0,0.3,0.2,0.3,0.2,0.1
56853,망우산(서울),12,0.9,0.7,0.0,0.8,0.9,0.8,0.4,0.8,0.6,0.1
56854,망원유수지체육공원,12,0.4,0.3,0.0,0.2,0.0,0.4,0.2,0.8,1.0,0.2
56855,망원정지,12,0.2,0.7,0.0,0.8,1.0,0.2,0.3,0.2,0.1,0.0
56856,매헌시민의 숲,12,0.8,0.8,0.0,0.7,0.4,0.8,0.4,0.8,0.4,0.3
56857,맥아더 사령관 한강방어선 시찰지,12,0.0,0.0,0.0,0.8,0.7,0.2,0.0,0.0,0.2,0.0
56858,명동,12,0.1,0.7,0.4,0.6,0.4,0.1,0.2,0.3,0.3,0.8
56859,명동 남대문 북창동 다동무교동 관광특구,12,0.2,0.4,0.8,0.3,0.2,0.1,0.2,0.3,0.2,0.8
56860,명동관광정보센터,12,0.1,0.2,0.0,0.8,0.2,0.1,0.2,0.3,0.2,0.4
56861,명락사,12,0.7,0.4,0.0,0.8,0.9,0.3,0.2,0.4,0.2,0.1
56862,모두예술극장,12,0.2,0.7,0.0,0.8,0.2,0.0,0.3,0.4,0.1,0.2
56863,목5동성당,12,0.2,0.9,0.0,0.7,0.8,0.0,0.6,0.4,0.0,0.0
56864,목멱산봉수대터,12,0.2,0.3,0.0,0.8,1.0,0.1,0.2,0.2,0.1,0.0
56865,몽마르뜨공원,12,0.7,0.9,0.0,0.8,0.4,0.7,0.8,0.8,0.4,0.2
56866,묘각사(서울),12,0.7,0.6,0.0,0.8,0.9,0.2,0.2,0.7,0.4,0.1
56867,무계원,12,0.8,0.8,0.0,0.9,0.8,0.4,0.4,0.3,0.2,0.0
56868,무궁화동산,12,0.7,0.8,0.0,0.6,0.2,0.8,0.4,0.7,0.3,0.0
56869,무대륙,12,0.2,0.7,0.8,0.3,0.0,0.1,0.6,0.4,0.3,0.8
56870,무수골계곡,12,0.9,0.6,0.0,0.4,0.0,1.0,0.4,0.7,0.8,0.1
56871,무악산 동봉수대 터,12,0.2,0.2,0.0,0.8,1.0,0.2,0.0,0.3,0.1,0.0
56872,묵정어린이공원,12,0.8,0.8,0.0,0.2,0.0,0.7,0.2,1.0,0.4,0.0
56873,문래근린공원,12,0.7,0.6,0.0,0.7,0.8,0.3,0.2,0.6,0.4,0.1
56875,문래창작촌,12,0.2,0.9,0.0,0.4,0.2,0.1,0.3,0.2,0.3,0.7
56876,문화역 서울 284,12,0.2,0.8,0.0,0.9,1.0,0.0,0.4,0.2,0.3,0.2
56877,문화철도959,12,0.2,0.7,0.0,0.9,0.3,0.0,0.2,0.4,0.3,0.2
56878,물빛광장,12,0.7,0.8,0.0,0.4,0.0,0.6,0.8,0.9,0.3,0.8
56879,뮤지엄 김치간,12,0.0,0.4,0.0,1.0,0.8,0.0,0.0,0.2,0.0,0.0
56880,미어캣파크,12,0.2,0.3,0.0,0.7,0.0,0.4,0.2,0.8,0.3,0.0
56881,미타사(강서),12,0.8,0.7,0.0,0.8,0.7,0.6,0.4,0.7,0.2,0.0
56882,미타사(성동),12,0.2,0.7,0.0,0.8,0.9,0.3,0.2,0.4,0.1,0.0
56883,미타사(성북),12,0.2,0.4,0.0,0.8,1.0,0.2,0.2,0.2,0.1,0.0
56884,민영환 자결터,12,0.2,0.4,0.0,0.8,1.0,0.2,0.0,0.1,0.0,0.0
56885,반공 청년운동 순국 열사 기념비,12,0.0,0.2,0.0,0.8,1.0,0.1,0.0,0.2,0.0,0.0
56886,반공순국용사 위령탑,12,0.1,0.2,0.0,0.8,1.0,0.1,0.0,0.2,0.2,0.0
56888,반포대교 달빛무지개분수,12,0.2,0.9,0.0,0.4,0.0,0.0,0.8,0.7,0.2,1.0
56889,반포한강공원,12,0.7,0.8,0.0,0.6,0.0,0.8,0.7,0.8,0.7,0.8
56890,반포한강공원 달빛광장,12,0.4,0.8,0.0,0.2,0.0,0.3,0.9,0.7,0.2,0.9
56891,방배배수지체육공원,12,0.8,0.4,0.0,0.6,0.0,0.8,0.2,0.9,0.8,0.2
56892,방우산장,12,0.2,0.8,0.0,0.9,0.7,0.3,0.4,0.2,0.1,0.0
56893,방이동 생태경관 보전지역,12,0.8,0.6,0.0,0.8,0.4,1.0,0.3,0.7,0.4,0.0
56894,방화근린공원,12,0.8,0.7,0.0,0.6,0.2,0.8,0.4,0.8,0.5,0.1
56895,방화대교,12,0.4,0.9,0.0,0.2,0.0,0.3,0.8,0.4,0.3,0.9
56896,배봉산,12,0.8,0.6,0.0,0.7,0.3,0.9,0.4,0.8,0.7,0.1
56897,백련사(서울),12,0.7,0.8,0.0,0.9,1.0,0.2,0.3,0.4,0.2,0.0
56898,백련사(서울),12,0.4,0.3,0.0,0.8,0.7,0.6,0.2,0.3,0.2,0.0
56899,백마고지 3용사의 상,12,0.2,0.2,0.0,0.8,1.0,0.1,0.0,0.2,0.3,0.0
56900,백범김구선생상(백범 광장),12,0.1,0.4,0.0,0.8,1.0,0.0,0.0,0.1,0.0,0.0
56901,백사실계곡,12,0.9,0.8,0.0,0.7,0.8,1.0,0.6,0.7,0.5,0.1
56902,백악마루,12,0.2,0.8,0.0,0.7,0.8,0.4,0.3,0.2,0.6,0.1
56904,백인제가옥,12,0.2,0.9,0.0,0.8,1.0,0.2,0.3,0.4,0.1,0.0
56905,법룡사,12,0.2,0.4,0.0,0.8,0.3,0.1,0.2,0.3,0.2,0.1
56906,법안정사,12,0.7,0.8,0.0,0.7,0.6,0.3,0.2,0.6,0.2,0.1
56907,법종사,12,0.8,0.7,0.0,0.8,0.9,0.8,0.4,0.6,0.3,0.0
